Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
4/4/2007,09:40:00,1.538,0.218,240.600,6.400,0.000,0.000,18.0
16/8/2007,17:22:00,0.108,0.000,241.610,0.400,0.000,0.000,0.0
12/11/2009,10:12:00,1.920,0.122,239.810,8.000,0.000,0.000,29.0
17/2/2010,15:06:00,2.680,0.238,237.800,11.200,0.000,37.000,1.0
1/8/2007,09:09:00,3.618,0.000,230.150,15.600,35.000,0.000,16.0
22/10/2010,22:20:00,0.804,0.104,245.430,3.200,2.000,0.000,1.0
2/6/2009,00:45:00,0.278,0.054,243.230,1.400,0.000,0.000,1.0
21/8/2009,20:17:00,0.410,0.276,242.570,2.200,0.000,1.000,0.0
7/7/2007,07:18:00,5.320,0.070,235.220,22.600,0.000,0.000,17.0
1/4/2008,02:13:00,0.364,0.108,244.890,1.600,0.000,0.000,0.0
6/3/2007,20:25:00,1.222,0.000,240.140,5.000,0.000,0.000,0.0
22/12/2007,13:12:00,1.796,0.204,241.320,7.400,0.000,0.000,18.0
28/10/2009,10:53:00,0.430,0.230,242.950,2.000,0.000,0.000,0.0
3/5/2009,09:08:00,0.384,0.128,240.020,1.600,0.000,0.000,1.0
5/6/2009,23:36:00,0.252,0.076,243.040,1.200,0.000,0.000,1.0
25/3/2007,02:10:00,2.294,0.054,240.060,9.400,0.000,1.000,0.0
19/9/2009,06:20:00,0.156,0.000,240.770,0.600,0.000,0.000,1.0
16/3/2007,16:03:00,0.306,0.090,242.010,1.200,0.000,0.000,0.0
10/11/2008,14:52:00,2.850,0.090,238.180,11.800,37.000,0.000,0.0
10/4/2009,17:10:00,0.262,0.000,243.220,1.000,0.000,0.000,1.0
28/4/2007,19:32:00,?,?,?,?,?,?,
5/10/2008,06:25:00,0.804,0.260,239.460,4.600,5.000,1.000,5.0
24/2/2010,06:40:00,0.380,0.122,246.670,1.600,0.000,0.000,0.0
9/3/2009,00:28:00,0.422,0.216,247.880,1.800,0.000,1.000,0.0
26/11/2007,00:35:00,0.306,0.072,242.880,1.200,0.000,2.000,0.0
13/3/2010,10:57:00,5.028,0.322,239.690,21.200,56.000,0.000,18.0
27/1/2010,17:07:00,2.474,0.060,239.930,10.200,0.000,0.000,18.0
19/6/2007,15:56:00,0.174,0.098,240.240,0.800,0.000,0.000,0.0
4/2/2009,00:21:00,0.212,0.000,247.220,0.800,0.000,0.000,0.0
16/4/2009,17:40:00,0.524,0.250,240.100,2.400,0.000,0.000,1.0
9/7/2010,16:32:00,0.502,0.188,241.300,2.200,0.000,0.000,1.0
21/10/2009,19:29:00,1.230,0.066,241.460,5.000,0.000,1.000,1.0
9/6/2008,01:24:00,0.346,0.240,241.490,1.800,0.000,2.000,0.0
11/12/2008,07:03:00,2.834,0.118,239.630,11.800,0.000,1.000,18.0
30/9/2010,12:52:00,0.546,0.134,242.030,2.200,0.000,1.000,1.0
2/12/2009,18:26:00,2.782,0.000,237.990,11.800,0.000,21.000,1.0
5/12/2008,16:00:00,2.646,0.106,241.450,11.000,0.000,1.000,18.0
23/4/2007,15:59:00,0.206,0.096,237.550,1.000,0.000,0.000,0.0
12/5/2010,00:49:00,0.426,0.218,241.960,2.000,0.000,1.000,1.0
6/11/2010,11:28:00,3.876,0.292,234.25,17.0,31.0,2.0,18.0
4/7/2010,23:21:00,1.304,0.174,239.090,5.400,0.000,0.000,12.0
18/10/2008,02:54:00,0.384,0.162,241.670,1.600,0.000,2.000,1.0
10/2/2010,11:34:00,1.960,0.208,242.080,8.000,0.000,2.000,19.0
8/1/2007,07:37:00,0.684,0.070,238.550,3.000,0.000,0.000,0.0
10/7/2009,07:42:00,2.976,0.200,239.790,12.400,1.000,2.000,19.0
19/11/2008,17:48:00,1.302,0.192,239.050,5.400,0.000,0.000,0.0
31/5/2008,11:14:00,0.580,0.222,240.540,2.800,0.000,0.000,1.0
19/9/2007,08:59:00,1.154,0.000,238.120,4.800,0.000,0.000,17.0
5/10/2007,05:12:00,0.956,0.164,239.250,4.600,0.000,0.000,7.0
25/8/2010,14:39:00,0.178,0.000,243.130,0.800,0.000,0.000,0.0
11/2/2007,07:03:00,2.274,0.000,237.280,9.600,0.000,0.000,0.0
2/9/2009,01:01:00,0.222,0.000,242.040,1.000,0.000,0.000,0.0
29/12/2007,07:25:00,1.278,0.000,241.160,5.200,0.000,0.000,0.0
6/12/2008,05:36:00,0.292,0.050,244.610,1.200,0.000,0.000,0.0
6/6/2008,06:55:00,0.376,0.174,239.660,1.800,0.000,0.000,0.0
7/3/2007,12:52:00,1.686,0.364,240.440,7.200,0.000,0.000,18.0
6/11/2007,12:42:00,2.496,0.142,240.760,10.600,0.000,0.000,18.0
16/9/2008,21:51:00,1.420,0.000,239.270,5.800,0.000,0.000,1.0
27/12/2009,04:38:00,0.598,0.000,246.620,2.400,0.000,0.000,1.0
31/5/2007,23:43:00,0.268,0.000,239.010,1.200,0.000,0.000,0.0
29/3/2008,12:38:00,1.878,0.222,237.840,8.000,0.000,1.000,17.0
29/7/2008,15:41:00,0.490,0.114,241.060,2.200,0.000,1.000,1.0
16/12/2009,21:54:00,0.584,0.300,245.690,2.600,0.000,0.000,0.0
30/10/2010,08:04:00,0.346,0.11,243.74,1.4,0.0,2.0,1.0
27/4/2009,15:08:00,0.408,0.118,242.120,1.800,0.000,0.000,0.0
12/3/2009,23:01:00,0.320,0.112,247.230,1.400,0.000,0.000,0.0
5/1/2010,07:43:00,1.896,0.120,237.390,8.000,2.000,0.000,18.0
17/1/2008,10:02:00,1.466,0.050,239.310,6.000,0.000,0.000,18.0
9/6/2010,22:14:00,1.042,0.000,241.820,4.400,0.000,0.000,1.0
13/7/2009,22:53:00,0.130,0.000,241.250,0.600,0.000,0.000,1.0
5/5/2009,05:03:00,0.424,0.212,241.500,2.000,0.000,0.000,1.0
27/12/2006,10:58:00,1.454,0.244,241.140,6.000,0.000,0.000,18.0
13/1/2008,06:02:00,1.288,0.000,241.900,5.200,0.000,0.000,0.0
18/2/2008,15:30:00,0.330,0.126,245.580,1.400,0.000,0.000,0.0
1/3/2010,19:48:00,0.790,0.000,238.400,3.200,0.000,0.000,0.0
26/12/2007,00:16:00,2.252,0.122,245.330,9.400,0.000,1.000,15.0
12/5/2010,16:17:00,1.494,0.192,241.180,6.200,0.000,0.000,19.0
19/11/2007,07:07:00,2.788,0.134,240.010,11.600,0.000,0.000,18.0
6/7/2007,01:39:00,0.202,0.118,244.290,1.000,0.000,1.000,0.0
4/4/2009,22:25:00,2.422,0.092,240.100,10.000,0.000,0.000,18.0
10/3/2010,19:16:00,1.064,0.054,240.640,4.400,0.000,0.000,1.0
23/10/2007,18:45:00,2.272,0.070,235.300,9.600,0.000,0.000,17.0
22/10/2009,07:45:00,1.570,0.056,239.320,6.400,0.000,0.000,19.0
18/9/2010,20:08:00,1.604,0.084,236.430,6.800,0.000,0.000,18.0
26/9/2007,04:28:00,0.206,0.000,241.610,0.800,0.000,0.000,0.0
24/2/2008,10:20:00,1.224,0.000,234.720,5.200,0.000,0.000,17.0
4/4/2007,08:13:00,3.370,0.522,237.900,14.400,0.000,1.000,17.0
26/3/2010,11:41:00,1.542,0.326,239.400,6.400,0.000,1.000,18.0
14/6/2008,20:05:00,2.734,0.346,239.230,11.400,39.000,2.000,1.0
17/12/2009,20:22:00,2.870,0.214,246.780,11.600,0.000,0.000,19.0
29/4/2010,21:34:00,0.310,0.062,240.820,1.200,0.000,0.000,1.0
22/5/2010,02:14:00,0.420,0.068,240.110,1.800,0.000,0.000,1.0
12/10/2007,07:12:00,1.658,0.000,237.520,7.000,0.000,0.000,17.0
27/7/2009,03:53:00,0.334,0.272,243.730,1.800,0.000,1.000,1.0
1/8/2008,03:39:00,0.328,0.220,238.860,1.600,0.000,1.000,1.0
28/8/2009,18:58:00,0.324,0.128,241.630,1.400,0.000,1.000,1.0
22/8/2010,21:05:00,?,?,?,?,?,?,
1/9/2008,05:09:00,0.324,0.216,239.440,1.600,0.000,0.000,1.0
27/11/2008,00:25:00,0.300,0.068,244.650,1.200,0.000,1.000,0.0
8/5/2009,18:04:00,1.702,0.000,237.800,7.200,0.000,0.000,18.0
5/11/2010,06:40:00,0.272,0.0,243.89,1.2,0.0,0.0,0.0
8/11/2010,23:49:00,1.078,0.47,239.9,4.8,0.0,1.0,11.0
25/1/2008,10:46:00,1.406,0.058,235.390,6.000,0.000,0.000,17.0
6/6/2009,11:51:00,0.380,0.220,240.200,1.800,0.000,0.000,1.0
22/11/2007,16:52:00,0.586,0.000,241.690,2.400,0.000,0.000,0.0
17/5/2008,12:14:00,0.446,0.306,238.460,2.200,0.000,2.000,1.0
24/6/2009,14:57:00,2.058,0.070,238.850,9.600,0.000,12.000,18.0
23/1/2007,04:56:00,0.456,0.000,244.690,2.200,0.000,1.000,0.0
20/9/2009,10:01:00,0.318,0.238,240.280,1.600,0.000,1.000,0.0
13/1/2009,22:49:00,2.362,0.164,247.200,9.600,0.000,0.000,19.0
11/6/2009,20:24:00,0.618,0.172,241.470,2.600,0.000,0.000,1.0
23/11/2008,23:16:00,2.768,0.104,240.970,11.400,0.000,0.000,18.0
15/5/2010,17:37:00,0.460,0.098,242.960,2.000,0.000,2.000,1.0
31/7/2007,11:53:00,0.626,0.198,232.910,2.800,0.000,0.000,0.0
5/6/2007,01:48:00,0.258,0.078,236.540,1.000,0.000,0.000,0.0
4/8/2008,03:44:00,0.138,0.000,237.260,0.600,0.000,0.000,0.0
5/10/2008,22:31:00,0.904,0.088,239.460,3.800,0.000,0.000,11.0
6/1/2007,10:54:00,1.786,0.112,237.940,7.600,0.000,0.000,0.0
27/10/2007,00:58:00,0.398,0.000,242.170,2.000,0.000,0.000,0.0
27/10/2009,13:37:00,0.314,0.118,241.560,1.400,0.000,0.000,1.0
4/5/2009,00:28:00,1.356,0.000,243.570,5.400,0.000,1.000,0.0
10/8/2008,02:03:00,0.178,0.154,241.450,0.800,0.000,0.000,1.0
27/8/2010,14:04:00,3.944,0.428,236.030,16.800,37.000,1.000,18.0
28/2/2009,08:10:00,0.504,0.058,240.400,2.200,0.000,0.000,0.0
3/10/2007,04:49:00,0.280,0.062,241.280,1.200,0.000,1.000,0.0
8/2/2009,17:21:00,1.826,0.248,240.300,7.600,0.000,2.000,18.0
23/8/2007,02:14:00,0.128,0.000,241.340,0.600,0.000,0.000,0.0
27/11/2008,13:36:00,1.288,0.072,241.510,5.200,0.000,0.000,18.0
11/3/2008,00:33:00,0.556,0.000,243.430,2.200,0.000,0.000,0.0
26/3/2007,08:51:00,1.790,0.000,238.300,7.600,0.000,0.000,17.0
4/9/2010,13:37:00,0.738,0.046,242.710,3.000,0.000,0.000,1.0
12/4/2010,10:15:00,1.356,0.046,242.390,5.600,0.000,0.000,19.0
29/4/2009,20:03:00,1.636,0.088,243.390,6.800,0.000,0.000,19.0
9/4/2010,08:49:00,1.702,0.000,239.100,7.000,1.000,0.000,18.0
23/10/2008,23:05:00,0.722,0.100,244.930,3.000,0.000,0.000,0.0
23/9/2008,22:11:00,2.002,0.222,236.770,8.400,0.000,2.000,18.0
25/5/2009,01:57:00,0.408,0.224,243.020,1.800,0.000,2.000,0.0
1/6/2009,04:42:00,0.228,0.114,241.500,1.000,0.000,2.000,1.0
4/1/2008,16:28:00,3.440,0.684,240.860,14.600,0.000,2.000,17.0
27/8/2007,17:12:00,0.276,0.252,241.460,1.400,0.000,1.000,0.0
23/3/2009,07:10:00,2.358,0.134,240.170,9.800,0.000,0.000,17.0
9/12/2008,12:30:00,1.394,0.076,243.010,5.600,0.000,0.000,18.0
11/10/2008,12:06:00,1.436,0.060,236.380,6.000,0.000,0.000,18.0
8/7/2007,00:04:00,0.214,0.000,238.090,0.800,0.000,0.000,0.0
22/2/2010,03:48:00,0.364,0.088,243.210,1.400,0.000,0.000,1.0
24/9/2008,18:42:00,0.254,0.138,240.540,1.200,0.000,0.000,1.0
23/7/2008,08:53:00,1.376,0.208,239.820,5.800,0.000,0.000,18.0
2/1/2008,19:50:00,0.428,0.000,242.670,1.800,0.000,1.000,0.0
22/1/2008,05:05:00,0.422,0.090,241.940,1.800,0.000,0.000,0.0
7/7/2010,13:55:00,0.456,0.118,238.100,2.000,0.000,1.000,1.0
22/1/2008,21:24:00,4.118,0.218,235.940,17.400,0.000,36.000,0.0
10/8/2010,14:42:00,0.158,0.000,242.180,0.600,0.000,0.000,0.0
12/11/2009,22:02:00,1.724,0.150,236.450,7.200,0.000,0.000,18.0
29/3/2008,13:48:00,1.814,0.070,240.540,7.600,0.000,0.000,18.0
24/8/2009,07:35:00,2.130,0.388,240.090,9.000,0.000,1.000,19.0
17/2/2008,17:54:00,1.018,0.000,238.800,4.200,0.000,0.000,0.0
28/3/2008,00:38:00,0.320,0.110,243.400,1.400,0.000,0.000,0.0
24/10/2009,14:47:00,0.706,0.194,241.510,3.000,0.000,1.000,1.0
1/8/2008,07:38:00,2.900,0.196,235.990,12.800,0.000,26.000,18.0
18/7/2009,02:55:00,0.308,0.242,242.470,1.600,0.000,2.000,0.0
12/5/2010,11:13:00,1.486,0.174,241.550,6.200,0.000,1.000,19.0
11/5/2010,20:04:00,1.308,0.094,240.080,5.400,0.000,0.000,0.0
3/11/2008,03:12:00,0.536,0.084,244.190,2.600,0.000,0.000,0.0
12/2/2008,17:01:00,1.372,0.058,237.790,5.800,0.000,0.000,17.0
17/1/2007,08:05:00,2.736,0.048,237.600,11.400,0.000,0.000,17.0
28/11/2007,01:53:00,0.376,0.108,243.730,1.600,0.000,0.000,0.0
23/10/2007,07:38:00,1.650,0.000,240.970,6.800,0.000,0.000,0.0
13/3/2007,13:44:00,0.230,0.000,242.230,1.000,0.000,0.000,0.0
20/1/2010,00:59:00,0.334,0.108,244.490,1.400,0.000,1.000,1.0
15/5/2009,01:01:00,0.366,0.094,242.770,1.600,0.000,1.000,1.0
26/10/2008,16:16:00,0.312,0.090,244.880,1.200,0.000,0.000,0.0
6/9/2009,09:17:00,0.282,0.000,242.450,1.400,0.000,0.000,0.0
17/12/2006,03:05:00,2.734,0.288,245.270,11.200,0.000,3.000,0.0
17/12/2008,21:50:00,2.792,0.244,236.180,12.000,1.000,0.000,17.0
11/4/2007,14:46:00,0.336,0.116,242.500,1.600,0.000,0.000,0.0
5/5/2010,14:02:00,1.352,0.000,234.250,5.600,0.000,1.000,18.0
4/7/2009,07:38:00,0.350,0.226,243.680,1.800,0.000,1.000,0.0
25/8/2009,07:58:00,0.250,0.136,240.860,1.200,0.000,0.000,1.0
19/12/2008,13:52:00,1.402,0.054,240.150,5.800,0.000,0.000,18.0
22/7/2009,13:15:00,0.222,0.120,241.610,1.000,0.000,1.000,1.0
2/10/2007,05:52:00,0.296,0.068,240.500,1.200,0.000,0.000,0.0
22/9/2010,16:30:00,1.438,0.180,242.170,6.000,0.000,0.000,19.0
25/5/2007,04:28:00,0.318,0.070,237.400,1.400,0.000,2.000,0.0
14/3/2010,13:23:00,1.742,0.270,241.500,7.200,0.000,0.000,18.0
19/11/2007,14:03:00,1.396,0.070,244.330,5.600,0.000,0.000,18.0
25/9/2009,13:12:00,0.726,0.232,241.100,3.200,0.000,0.000,9.0
8/8/2009,12:17:00,0.136,0.000,240.330,0.600,0.000,0.000,0.0
27/4/2007,17:44:00,0.304,0.000,235.120,1.200,0.000,0.000,0.0
11/6/2007,01:07:00,0.392,0.260,244.670,1.800,0.000,0.000,0.0
20/12/2009,01:23:00,1.438,0.000,246.670,5.800,0.000,0.000,19.0
18/5/2009,04:14:00,0.336,0.092,241.930,1.400,0.000,0.000,1.0
29/3/2008,03:17:00,0.222,0.046,243.550,1.000,0.000,0.000,0.0
29/8/2009,12:23:00,0.522,0.378,239.430,2.600,0.000,0.000,1.0
12/3/2007,14:25:00,1.208,0.086,239.510,5.200,0.000,1.000,0.0
3/7/2008,05:13:00,0.136,0.000,239.650,0.600,0.000,0.000,1.0
21/10/2009,12:32:00,0.674,0.110,241.940,2.800,0.000,1.000,1.0
19/1/2007,05:14:00,0.334,0.128,238.440,1.400,0.000,0.000,0.0
11/5/2010,22:06:00,0.346,0.000,239.710,1.400,0.000,0.000,0.0
29/5/2009,10:58:00,1.390,0.090,240.120,5.800,0.000,0.000,19.0
11/7/2010,07:24:00,0.240,0.066,240.980,1.000,0.000,0.000,1.0
11/3/2009,07:39:00,3.488,0.092,237.990,14.600,0.000,0.000,17.0
23/12/2009,20:27:00,0.990,0.000,248.920,4.000,0.000,0.000,0.0
21/12/2009,16:48:00,2.212,0.196,245.630,9.000,0.000,0.000,18.0
25/9/2007,01:56:00,0.360,0.338,242.290,2.000,0.000,2.000,0.0
15/4/2008,20:36:00,2.022,0.058,237.880,8.600,0.000,0.000,18.0
2/6/2007,17:30:00,3.736,0.404,230.160,16.200,36.000,0.000,16.0
9/10/2009,19:33:00,1.250,0.084,237.980,5.200,0.000,1.000,0.0
26/3/2007,14:55:00,0.322,0.160,247.320,1.400,0.000,2.000,0.0
25/4/2009,18:35:00,0.608,0.140,241.020,2.600,0.000,0.000,1.0
18/3/2009,04:43:00,0.310,0.090,240.630,1.200,0.000,0.000,0.0
14/6/2009,19:03:00,?,?,?,?,?,?,
10/12/2007,12:22:00,1.522,0.048,240.100,6.400,0.000,0.000,18.0
18/7/2009,14:23:00,0.964,0.212,241.240,4.000,0.000,1.000,11.0
5/9/2008,10:55:00,0.320,0.238,238.280,1.600,0.000,2.000,1.0
13/12/2007,03:02:00,0.332,0.130,245.520,1.400,0.000,0.000,0.0
24/3/2008,17:15:00,1.040,0.050,243.120,4.200,0.000,0.000,0.0
28/2/2007,04:06:00,0.222,0.000,243.660,1.000,0.000,0.000,0.0
11/10/2010,09:23:00,1.480,0.046,240.790,6.000,0.000,1.000,18.0
15/2/2008,04:33:00,0.322,0.094,244.170,1.400,0.000,0.000,0.0
22/7/2008,11:13:00,0.384,0.068,239.790,1.600,0.000,0.000,0.0
23/2/2010,07:48:00,1.998,0.102,240.870,8.200,0.000,0.000,19.0
31/10/2007,23:55:00,0.354,0.166,243.650,1.600,0.000,2.000,0.0
7/4/2007,17:34:00,0.420,0.120,240.080,1.800,0.000,0.000,0.0
27/10/2009,23:48:00,0.242,0.000,243.740,1.200,0.000,0.000,0.0
11/4/2010,04:38:00,0.338,0.112,245.310,1.400,0.000,0.000,1.0
30/1/2010,11:06:00,3.632,0.226,238.540,15.200,0.000,36.000,18.0
19/4/2009,04:16:00,1.010,0.248,245.210,4.200,0.000,1.000,11.0
9/10/2008,11:06:00,1.750,0.190,238.180,7.400,0.000,1.000,18.0
4/1/2010,12:33:00,1.438,0.000,247.740,5.800,0.000,0.000,20.0
3/4/2007,20:18:00,1.972,0.354,236.660,8.400,1.000,0.000,0.0
5/3/2007,15:29:00,2.016,0.000,242.380,9.200,0.000,30.000,0.0
26/8/2009,10:49:00,1.314,0.132,240.800,5.400,0.000,0.000,19.0
21/9/2010,09:44:00,1.256,0.050,237.920,5.200,0.000,1.000,18.0
17/2/2010,03:09:00,0.418,0.000,245.720,1.600,0.000,0.000,1.0
9/6/2009,22:24:00,3.376,0.060,238.490,14.000,37.000,0.000,1.0
27/12/2006,01:09:00,0.650,0.414,245.550,3.200,0.000,1.000,0.0
25/9/2009,10:10:00,1.300,0.116,240.600,5.400,0.000,0.000,18.0
27/10/2008,19:48:00,0.206,0.052,242.390,0.800,0.000,0.000,0.0
18/6/2008,15:24:00,2.552,0.116,240.750,10.600,38.000,0.000,1.0
4/8/2008,16:06:00,0.170,0.000,240.220,0.800,0.000,0.000,1.0
31/8/2009,18:38:00,0.368,0.106,240.860,1.800,0.000,0.000,1.0
2/7/2010,20:46:00,1.398,0.210,234.610,6.000,0.000,1.000,17.0
10/10/2007,23:36:00,0.346,0.062,241.950,1.400,0.000,0.000,0.0
22/9/2007,10:14:00,1.298,0.070,240.340,5.400,0.000,0.000,18.0
30/7/2009,21:56:00,0.726,0.198,242.500,3.200,0.000,2.000,1.0
20/12/2007,04:07:00,0.238,0.000,248.170,1.000,0.000,0.000,0.0
22/1/2008,11:58:00,0.476,0.108,243.120,2.000,0.000,0.000,0.0
22/6/2008,14:27:00,0.404,0.218,238.520,1.800,1.000,0.000,1.0
27/6/2008,03:05:00,0.318,0.234,240.430,1.600,0.000,1.000,1.0
4/10/2010,14:22:00,0.500,0.134,241.200,2.200,0.000,1.000,0.0
14/7/2010,21:46:00,2.756,0.244,234.900,11.800,0.000,0.000,29.0
15/6/2008,22:21:00,0.716,0.000,241.450,3.000,0.000,0.000,0.0
21/4/2008,22:13:00,0.918,0.140,236.360,3.800,0.000,0.000,0.0
15/3/2009,18:02:00,0.504,0.194,242.230,2.400,0.000,0.000,0.0
27/2/2009,00:13:00,0.398,0.188,240.950,1.800,0.000,0.000,0.0
10/9/2008,09:46:00,2.176,0.102,238.540,9.200,1.000,0.000,29.0
16/9/2009,21:06:00,2.594,0.202,237.180,10.800,1.000,1.000,18.0
6/10/2010,07:36:00,2.244,0.074,237.100,9.400,0.000,0.000,18.0
23/11/2009,23:59:00,0.360,0.000,242.360,1.400,0.000,0.000,1.0
3/2/2007,05:19:00,2.714,0.216,236.970,11.400,0.000,1.000,0.0
3/1/2009,19:53:00,1.942,0.000,243.250,8.000,0.000,0.000,0.0
8/8/2007,18:01:00,0.240,0.102,238.700,1.000,0.000,0.000,0.0
24/9/2008,08:40:00,1.288,0.000,239.570,5.200,2.000,0.000,18.0
14/3/2009,13:37:00,1.558,0.208,244.870,6.400,0.000,0.000,18.0
22/4/2007,08:26:00,2.238,0.100,236.940,9.400,0.000,0.000,0.0
17/11/2009,20:58:00,2.552,0.052,240.040,10.600,0.000,0.000,18.0
7/1/2008,03:43:00,0.246,0.050,242.930,1.000,0.000,0.000,0.0
4/2/2009,08:39:00,6.174,0.312,237.530,26.000,0.000,73.000,17.0
14/2/2009,19:41:00,2.452,0.052,239.510,10.200,0.000,1.000,17.0
17/3/2009,22:41:00,2.138,0.000,244.360,8.800,0.000,0.000,0.0
5/5/2009,17:18:00,0.388,0.124,241.850,1.600,0.000,0.000,1.0
17/5/2007,13:42:00,0.406,0.222,237.530,1.800,0.000,1.000,0.0
24/7/2009,08:03:00,0.226,0.126,240.310,1.000,0.000,0.000,1.0
7/3/2010,02:56:00,0.448,0.000,247.840,1.800,0.000,0.000,1.0
7/2/2010,14:11:00,0.250,0.046,245.350,1.000,0.000,0.000,0.0
15/10/2008,20:56:00,0.644,0.000,238.160,2.600,0.000,0.000,1.0
8/2/2007,04:35:00,0.326,0.128,242.310,1.400,0.000,0.000,0.0
25/2/2010,02:24:00,1.388,0.060,241.120,5.600,0.000,1.000,19.0
26/5/2007,01:40:00,1.390,0.142,235.110,5.800,0.000,0.000,17.0
6/8/2010,08:47:00,0.324,0.224,241.190,1.600,0.000,0.000,0.0
8/8/2009,18:39:00,0.218,0.124,240.770,1.000,0.000,1.000,1.0
29/7/2009,02:56:00,1.494,0.228,240.590,6.400,0.000,1.000,12.0
25/8/2009,21:30:00,1.616,0.158,241.220,6.800,0.000,1.000,1.0
29/9/2010,17:56:00,1.454,0.058,242.500,6.000,0.000,0.000,18.0
6/3/2008,07:04:00,3.486,0.114,236.140,14.600,0.000,0.000,17.0
1/8/2007,05:01:00,0.486,0.088,235.910,2.000,0.000,0.000,0.0
7/4/2010,10:02:00,1.410,0.086,241.670,5.800,0.000,0.000,18.0
6/5/2010,13:57:00,0.324,0.000,233.750,1.400,0.000,0.000,1.0
8/2/2008,18:31:00,1.814,0.054,234.010,7.800,0.000,0.000,0.0
6/11/2009,22:07:00,0.350,0.070,238.800,1.600,0.000,0.000,1.0
27/7/2009,21:50:00,0.302,0.236,242.460,1.600,0.000,2.000,1.0
28/9/2009,01:15:00,0.140,0.000,243.980,0.600,0.000,0.000,0.0
9/3/2009,17:13:00,0.462,0.076,239.680,2.200,0.000,0.000,0.0
3/4/2007,22:19:00,3.202,0.342,238.160,13.400,1.000,1.000,17.0
18/10/2007,07:14:00,1.744,0.120,237.370,7.400,0.000,0.000,17.0
30/10/2008,04:17:00,0.690,0.062,241.240,2.800,0.000,0.000,0.0
25/3/2010,14:19:00,0.326,0.110,245.430,1.400,0.000,1.000,1.0
18/3/2008,04:16:00,0.294,0.094,243.940,1.200,0.000,2.000,0.0
23/6/2007,11:27:00,0.190,0.110,238.410,0.800,0.000,1.000,0.0
30/3/2010,20:53:00,2.294,0.076,238.490,9.600,0.000,0.000,18.0
14/8/2007,13:22:00,1.240,0.100,233.680,5.200,0.000,0.000,17.0
7/11/2009,09:33:00,1.458,0.108,241.730,6.000,1.000,1.000,19.0
26/7/2010,08:35:00,1.346,0.162,237.950,5.800,0.000,20.000,0.0
24/12/2007,21:42:00,1.564,0.080,241.530,6.400,0.000,0.000,18.0
28/9/2007,16:05:00,0.246,0.000,240.670,1.000,0.000,0.000,0.0
19/12/2007,17:26:00,2.130,0.066,237.500,9.000,0.000,1.000,0.0
6/8/2007,17:05:00,0.138,0.000,236.630,0.600,0.000,0.000,0.0
27/1/2009,06:38:00,0.652,0.104,241.880,2.800,0.000,0.000,0.0
9/9/2008,03:05:00,0.366,0.236,240.620,1.800,0.000,2.000,1.0
14/11/2010,05:29:00,0.31,0.078,245.88,1.2,0.0,1.0,0.0
12/1/2007,15:32:00,0.344,0.200,246.570,1.800,0.000,0.000,0.0
10/5/2010,15:26:00,0.480,0.000,241.930,2.000,0.000,0.000,1.0
16/9/2007,06:25:00,0.110,0.000,241.870,0.400,0.000,0.000,0.0
7/12/2009,12:53:00,2.030,0.274,239.380,8.400,0.000,0.000,28.0
24/8/2007,14:46:00,2.354,0.146,240.950,9.800,0.000,20.000,18.0
30/8/2009,08:54:00,1.350,0.140,239.540,6.200,0.000,0.000,0.0
26/6/2007,05:15:00,0.216,0.104,241.130,1.000,0.000,0.000,0.0
11/7/2008,13:26:00,1.378,0.246,240.600,5.800,0.000,1.000,18.0
12/8/2007,10:46:00,1.228,0.094,234.190,5.200,0.000,1.000,17.0
22/2/2007,00:17:00,0.318,0.112,242.340,1.400,0.000,0.000,0.0
3/2/2009,22:58:00,1.670,0.154,247.280,6.800,0.000,0.000,0.0
5/8/2008,03:20:00,0.236,0.066,239.790,1.000,0.000,0.000,0.0
19/10/2009,11:21:00,0.294,0.064,242.390,1.200,0.000,0.000,1.0
14/2/2008,04:45:00,0.428,0.236,243.320,2.000,0.000,0.000,0.0
18/11/2009,02:08:00,0.226,0.000,243.980,0.800,0.000,0.000,0.0
6/7/2009,15:19:00,0.280,0.226,242.610,1.400,0.000,1.000,1.0
2/6/2007,08:13:00,0.382,0.090,235.840,1.600,0.000,0.000,0.0
23/10/2007,07:49:00,1.906,0.000,238.790,8.000,0.000,0.000,0.0
3/10/2009,15:59:00,2.368,0.194,241.330,10.600,11.000,0.000,18.0
20/3/2010,18:49:00,?,?,?,?,?,?,
26/2/2008,12:31:00,0.384,0.224,239.540,1.800,0.000,1.000,0.0
11/1/2009,02:00:00,0.240,0.000,250.070,1.000,0.000,0.000,0.0
6/11/2007,11:33:00,1.334,0.000,237.150,5.600,0.000,0.000,17.0
14/11/2009,00:24:00,0.376,0.182,240.520,1.600,0.000,2.000,1.0
7/4/2009,00:32:00,0.476,0.208,242.850,2.200,0.000,0.000,0.0
18/4/2007,21:17:00,4.366,0.166,235.550,18.400,0.000,0.000,0.0
16/7/2007,09:53:00,0.218,0.090,231.800,1.000,0.000,1.000,0.0
11/10/2007,00:18:00,0.496,0.318,242.650,2.400,0.000,2.000,0.0
29/10/2008,21:27:00,0.678,0.064,239.290,2.800,0.000,0.000,0.0
9/10/2008,12:26:00,1.904,0.300,237.160,8.000,0.000,2.000,18.0
3/8/2008,16:49:00,0.232,0.122,237.610,1.000,0.000,0.000,1.0
