Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
1.568,0.0,235.66,6.8,0,0,0,29,1,0
0.398,0.06,242.97,1.8,0,0,1,23,10,1
5.256,0.266,238.44,22.2,37,28,18,8,4,83
0.32,0.096,239.97,1.4,0,2,1,25,4,3
0.612,0.204,245.56,2.8,0,0,0,1,11,0
0.864,0.386,241.05,3.8,0,0,0,10,9,0
0.412,0.198,245.33,2.0,0,1,0,11,3,1
0.128,0.0,243.28,0.6,0,0,0,18,4,0
0.216,0.0,240.87,0.8,0,0,0,30,9,0
0.468,0.234,243.66,2.0,1,1,0,9,3,2
0.42,0.2,243.43,2.0,0,1,1,21,5,2
0.262,0.12,241.19,1.2,0,2,0,23,9,2
1.316,0.052,236.53,5.4,0,0,17,27,3,17
0.324,0.232,241.38,1.6,0,1,0,1,7,1
0.626,0.07,245.07,2.6,0,0,0,19,2,0
1.864,0.222,241.68,7.8,0,2,18,9,3,20
0.71,0.094,240.26,3.2,0,0,0,3,7,0
0.234,0.098,240.42,1.0,0,0,1,18,9,1
5.264,0.354,234.44,23.2,30,0,17,15,8,47
1.284,0.048,241.1,5.2,0,0,17,20,3,17
0.282,0.056,232.93,1.2,0,0,0,21,5,0
1.462,0.208,241.09,6.0,0,2,18,11,3,20
0.228,0.0,245.7,1.0,0,0,0,25,11,0
0.182,0.0,241.78,0.8,0,0,1,23,9,1
0.282,0.2,241.89,1.4,0,2,1,28,9,3
1.532,0.0,238.59,6.4,0,0,17,21,1,17
2.156,0.214,238.72,9.4,0,31,0,6,4,31
0.43,0.08,243.1,2.0,0,0,0,26,1,0
1.974,0.0,241.09,8.2,0,2,19,26,2,21
0.434,0.24,242.4,2.0,0,1,1,7,4,2
0.326,0.082,237.71,1.4,0,1,0,23,5,1
0.268,0.054,243.5,1.2,0,0,0,18,11,0
1.22,0.0,240.68,5.0,0,0,0,29,1,0
3.528,0.252,237.87,14.8,0,37,1,26,12,38
0.42,0.16,242.52,1.8,0,0,0,3,10,0
1.244,0.062,242.38,5.0,0,0,18,30,8,18
1.688,0.0,241.44,7.0,0,2,18,14,2,20
2.074,0.132,236.09,8.8,0,4,17,4,2,21
0.524,0.078,237.47,2.2,0,0,0,8,5,0
0.274,0.0,244.41,1.2,0,0,0,15,2,0
1.704,0.304,243.5,7.0,1,0,19,13,12,20
1.392,0.068,241.36,5.6,0,2,18,20,10,20
0.946,0.304,241.69,4.0,0,0,12,11,8,12
0.242,0.0,243.91,1.0,0,0,1,11,3,1
1.374,0.102,239.79,5.6,0,0,18,13,4,18
0.596,0.05,239.99,2.6,1,2,0,15,3,3
0.34,0.12,247.29,1.4,0,0,0,12,12,0
1.876,0.312,239.14,7.8,0,2,18,25,3,20
0.232,0.0,237.17,1.2,0,0,0,24,4,0
0.39,0.22,244.95,1.8,0,0,0,5,3,0
1.892,0.0,235.82,8.0,0,0,17,21,12,17
0.448,0.178,242.9,2.0,0,1,1,10,5,2
0.312,0.124,241.11,1.4,0,0,0,19,9,0
0.296,0.0,244.28,2.0,0,0,0,1,4,0
1.378,0.098,239.93,5.6,0,1,18,23,4,19
0.222,0.0,243.77,0.8,0,0,0,27,2,0
1.776,0.352,235.51,7.6,0,2,18,26,7,20
0.648,0.114,242.86,2.8,0,0,0,3,6,0
1.678,0.08,238.08,7.2,0,0,18,8,11,18
0.49,0.198,241.58,2.2,0,1,0,15,2,1
2.936,0.096,235.64,12.4,0,0,28,12,9,28
0.402,0.11,243.77,1.8,0,0,1,30,5,1
0.364,0.092,242.51,1.6,0,1,0,17,5,1
0.398,0.07,247.26,1.6,0,0,0,16,12,0
1.286,0.086,238.98,5.4,0,1,18,30,7,19
0.232,0.13,240.39,1.0,0,1,1,16,6,2
2.656,0.236,238.61,11.2,0,4,0,14,8,4
0.246,0.146,239.58,1.2,0,0,1,10,8,1
0.192,0.0,243.99,1.0,0,0,1,5,9,1
5.02,0.176,234.02,21.4,37,0,17,24,3,54
0.086,0.0,239.71,0.4,0,0,0,19,6,0
0.252,0.0,240.78,1.0,0,0,0,9,3,0
0.358,0.122,244.47,1.6,0,0,1,20,4,1
2.162,0.074,239.19,9.0,0,0,18,3,9,18
0.276,0.202,235.68,1.4,0,1,0,23,4,1
3.632,0.086,240.9,15.0,38,0,19,20,7,57
1.388,0.114,242.24,5.6,0,0,0,29,12,0
0.132,0.0,241.39,0.6,0,0,0,12,7,0
0.484,0.216,241.34,2.2,0,0,1,12,6,1
0.374,0.0,242.54,1.6,0,0,0,2,1,0
0.416,0.336,241.25,2.2,0,1,0,25,7,1
0.624,0.06,242.78,2.8,0,0,0,26,10,0
0.266,0.126,240.33,1.2,0,0,0,17,5,0
2.128,0.404,239.21,9.0,2,1,18,22,4,21
1.184,0.282,242.41,5.0,0,0,0,24,10,0
1.866,0.096,239.9,8.4,1,1,19,19,6,21
0.92,0.136,247.3,5.4,0,0,0,24,12,0
3.204,0.348,242.97,13.2,0,39,0,15,1,39
4.402,0.08,237.82,18.4,37,0,18,8,11,55
0.234,0.0,244.97,1.0,0,0,0,4,1,0
0.324,0.262,242.46,1.6,0,1,1,25,7,2
0.336,0.092,244.89,1.4,0,0,1,30,4,1
2.752,0.24,233.09,11.8,0,2,0,14,2,2
2.572,0.27,240.12,10.8,0,1,0,31,12,1
2.128,0.056,237.55,9.0,0,0,17,21,11,17
0.256,0.0,242.49,1.0,0,0,1,4,11,1
0.284,0.088,237.87,1.2,0,1,0,3,11,1
0.416,0.06,239.21,2.0,0,0,0,3,11,0
2.196,0.0,237.37,9.2,0,0,18,13,10,18
0.358,0.126,241.07,1.6,0,0,0,7,10,0
0.236,0.1,238.02,1.0,0,1,1,22,7,2
3.562,0.0,237.47,15.0,38,0,18,7,11,56
2.852,0.0,239.5,11.8,0,0,18,4,2,18
2.91,0.0,233.69,12.4,0,35,0,29,5,35
1.498,0.0,241.64,6.2,0,3,18,28,3,21
0.186,0.0,239.68,0.8,0,0,0,27,7,0
1.1,0.25,240.39,4.6,0,1,1,27,8,2
0.318,0.08,241.84,1.4,0,0,1,14,4,1
0.722,0.138,238.28,3.0,0,0,0,21,3,0
1.016,0.114,240.52,4.2,0,0,1,21,10,1
2.644,0.084,242.97,10.8,39,0,0,28,1,39
1.294,0.0,239.24,5.4,0,0,19,14,7,19
0.306,0.0,241.42,1.4,0,0,1,27,4,1
7.574,0.274,235.2,32.2,38,34,18,12,4,90
0.34,0.068,242.9,1.6,0,0,1,10,1,1
0.456,0.412,243.79,2.4,0,1,1,30,6,2
2.148,0.186,243.27,8.8,1,0,18,24,12,19
1.516,0.176,244.66,6.2,0,1,0,25,4,1
0.35,0.196,240.58,1.6,0,0,1,31,8,1
0.46,0.0,243.71,2.2,0,0,1,19,4,1
3.046,0.202,243.4,13.0,0,20,18,23,1,38
0.426,0.228,239.08,2.0,0,0,0,16,2,0
1.774,0.074,241.23,7.2,0,0,19,14,11,19
0.394,0.058,238.1,1.8,0,0,1,21,10,1
0.602,0.204,245.56,2.6,0,1,1,6,3,2
1.378,0.128,241.0,5.8,0,0,0,5,12,0
0.238,0.0,244.17,1.0,0,0,1,11,4,1
0.198,0.11,241.66,1.0,0,1,0,6,7,1
1.562,0.118,238.9,6.4,0,0,18,3,9,18
3.292,0.138,234.9,14.2,1,2,17,27,5,20
1.37,0.098,241.3,5.6,0,2,18,26,3,20
3.716,0.158,235.14,15.8,37,0,18,3,10,55
0.538,0.118,241.08,2.4,0,0,1,5,5,1
1.702,0.2,246.69,6.8,0,0,18,3,12,18
1.756,0.12,241.66,7.2,0,1,0,2,2,1
0.318,0.204,237.49,1.6,0,0,1,25,7,1
0.51,0.202,239.6,2.2,0,1,0,24,4,1
0.778,0.114,244.47,3.2,0,0,0,21,2,0
0.08,0.0,240.24,0.2,0,0,1,12,8,1
0.486,0.118,240.97,2.2,0,0,1,29,6,1
1.098,0.134,243.26,4.6,0,0,0,23,12,0
0.392,0.062,244.34,1.8,0,0,0,30,10,0
0.246,0.0,245.62,1.2,0,0,0,24,1,0
3.118,0.158,238.67,13.0,38,0,1,4,5,39
0.308,0.108,242.37,1.4,0,1,0,6,4,1
1.376,0.0,240.11,5.6,0,0,18,10,5,18
0.212,0.0,247.0,0.8,0,0,0,30,12,0
0.238,0.0,245.38,1.0,0,0,0,31,12,0
0.384,0.184,241.57,1.8,0,0,0,28,10,0
0.372,0.114,246.48,1.6,0,0,0,24,1,0
2.658,0.062,235.76,12.0,0,1,17,10,11,18
0.488,0.2,241.79,2.2,0,0,1,21,5,1
2.074,0.0,238.7,8.6,0,0,18,9,2,18
0.256,0.076,241.81,1.0,0,0,1,30,9,1
0.414,0.208,239.36,1.8,0,0,1,28,4,1
0.178,0.082,240.3,0.8,0,2,0,23,9,2
2.334,0.054,240.45,9.6,0,0,0,11,3,0
0.328,0.17,243.01,1.6,0,0,0,12,1,0
2.592,0.082,235.16,11.0,0,0,18,22,11,18
2.794,0.54,237.4,12.0,1,1,17,3,9,19
0.49,0.2,239.64,2.2,0,0,1,22,10,1
0.686,0.05,238.98,3.2,0,0,1,8,6,1
3.48,0.0,237.61,14.6,0,2,18,17,6,20
1.436,0.066,235.29,6.0,0,1,18,11,6,19
1.37,0.1,234.86,5.8,0,0,18,7,5,18
5.088,0.598,237.97,21.6,0,30,18,25,1,48
0.158,0.064,240.92,0.8,0,0,0,9,9,0
0.454,0.25,245.24,2.0,0,2,1,21,4,3
1.712,0.394,241.03,7.2,1,0,18,22,4,19
0.27,0.0,244.64,1.2,0,0,0,14,12,0
0.218,0.0,243.88,0.8,0,0,0,5,3,0
1.884,0.224,239.21,8.0,0,0,28,29,8,28
2.1,0.34,241.43,8.8,0,1,18,29,1,19
0.23,0.106,241.12,1.0,0,0,0,16,7,0
0.258,0.116,242.0,1.2,0,0,0,26,7,0
0.228,0.106,241.74,1.0,0,1,0,26,6,1
0.424,0.212,242.66,1.8,0,2,0,31,12,2
1.406,0.0,239.07,6.0,0,0,0,29,1,0
0.386,0.096,240.12,1.8,0,0,0,8,11,0
0.248,0.112,234.75,1.2,0,0,0,3,6,0
0.858,0.278,241.89,3.6,0,1,12,21,7,13
0.254,0.142,243.54,1.2,0,0,1,25,7,1
1.41,0.14,242.62,5.8,0,0,18,17,3,18
0.768,0.234,242.39,3.4,2,5,0,22,4,7
0.39,0.224,245.13,1.8,0,2,0,26,3,2
0.436,0.186,242.04,2.0,0,2,1,1,5,3
1.488,0.646,241.11,7.4,0,2,1,4,10,3
0.4,0.206,241.46,2.0,0,0,0,29,1,0
2.642,0.0,239.57,11.2,0,0,2,23,1,2
0.08,0.0,240.25,0.2,0,0,0,7,8,0
1.442,0.096,242.48,6.0,0,1,19,1,4,20
0.304,0.236,242.92,1.6,0,1,1,28,7,2
0.78,0.092,240.18,3.2,0,0,0,7,4,0
0.84,0.234,241.64,3.6,0,0,1,9,10,1
0.224,0.14,243.32,1.0,0,1,1,21,7,2
0.386,0.334,237.99,2.0,0,2,1,2,8,3
2.852,0.124,240.49,12.2,0,0,18,1,4,18
0.596,0.288,242.0,3.0,0,1,5,12,8,6
1.59,0.052,233.7,6.8,0,0,17,6,6,17
2.334,0.0,239.45,9.8,0,0,17,11,11,17
0.218,0.108,242.52,1.0,0,0,1,7,8,1
0.334,0.112,242.61,1.4,0,1,0,22,4,1
1.288,0.064,237.74,5.4,0,0,17,16,2,17
0.226,0.108,241.85,1.0,0,1,0,3,9,1
0.202,0.138,240.59,1.0,0,0,0,16,8,0
0.316,0.08,241.76,1.2,0,1,1,23,4,2
0.268,0.08,237.79,1.2,0,0,1,5,6,1
1.39,0.08,239.14,5.8,0,1,17,7,4,18
3.544,0.148,235.39,15.0,0,0,17,31,1,17
0.368,0.116,244.27,1.6,0,0,0,7,4,0
1.308,0.06,243.72,5.2,0,0,19,10,1,19
0.622,0.1,238.36,3.0,0,0,0,8,4,0
2.33,0.232,235.29,9.8,0,1,17,4,10,18
0.356,0.0,242.67,1.6,0,1,1,4,10,2
1.224,0.0,235.87,5.2,0,0,17,25,10,17
1.412,0.0,242.54,5.8,0,0,18,23,1,18
1.332,0.0,238.27,5.6,1,0,18,1,2,19
2.254,0.126,237.3,9.4,1,0,18,8,7,19
0.294,0.084,242.63,1.2,0,0,0,19,3,0
1.36,0.0,242.17,5.6,0,1,0,5,7,1
0.3,0.106,242.49,1.4,0,2,1,9,6,3
1.792,0.156,239.72,7.4,0,0,18,30,12,18
0.236,0.0,243.63,1.0,0,0,0,29,5,0
0.218,0.0,244.72,0.8,0,0,0,26,3,0
0.174,0.0,243.36,0.8,0,0,1,11,6,1
2.234,0.046,240.21,9.2,0,0,18,19,12,18
2.088,0.072,241.41,8.6,0,0,17,24,1,17
0.468,0.24,244.1,2.2,0,0,0,6,5,0
1.892,0.13,240.82,7.8,0,1,19,21,6,20
3.122,0.56,235.83,13.4,0,0,17,17,2,17
1.57,0.118,238.54,6.6,0,0,18,24,9,18
1.482,0.146,244.9,6.0,0,0,19,4,2,19
1.56,0.0,244.81,6.4,0,1,19,3,4,20
0.366,0.114,243.23,1.6,0,0,1,3,3,1
2.462,0.11,245.26,10.0,0,0,0,24,12,0
1.54,0.118,243.28,6.2,0,0,19,26,4,19
3.192,0.19,239.41,13.4,0,39,6,28,8,45
1.476,0.248,241.37,6.2,0,1,17,7,1,18
2.932,0.0,237.8,12.2,0,0,18,24,11,18
0.188,0.0,240.65,0.8,0,0,1,15,9,1
0.454,0.274,240.78,2.2,0,0,0,26,6,0
0.228,0.0,242.44,1.0,0,0,0,27,8,0
0.426,0.216,244.09,2.0,0,0,1,24,5,1
0.446,0.086,242.28,1.8,0,0,1,30,3,1
0.538,0.0,240.98,2.2,0,0,0,14,9,0
0.904,0.268,244.86,3.8,0,0,11,24,10,11
0.846,0.0,239.75,3.6,0,0,1,11,6,1
0.286,0.1,238.82,1.2,0,2,1,17,6,3
0.31,0.0,249.3,1.4,0,0,1,26,10,1
0.476,0.242,243.18,2.2,0,1,0,18,6,1
0.374,0.102,241.54,1.6,1,0,1,15,4,2
1.358,0.132,239.52,5.6,0,0,17,9,1,17
0.458,0.056,241.71,1.8,0,0,1,17,2,1
0.256,0.126,242.65,1.2,0,0,1,2,8,1
0.226,0.104,240.53,1.0,0,0,1,10,6,1
4.366,0.158,237.04,18.4,38,1,18,16,6,57
1.28,0.0,241.99,5.2,0,0,19,5,9,19
0.388,0.232,244.26,2.0,0,0,1,26,8,1
0.262,0.12,240.55,1.2,0,0,0,13,7,0
0.316,0.118,246.03,1.4,0,0,0,19,3,0
0.28,0.094,238.79,1.2,0,0,1,26,8,1
0.142,0.0,243.83,0.6,0,0,0,4,6,0
1.39,0.116,239.59,5.8,0,0,17,23,8,17
0.284,0.084,240.07,1.2,0,0,0,4,3,0
1.638,0.116,240.81,6.8,0,0,10,30,4,10
1.474,0.22,239.64,6.2,0,1,18,9,9,19
0.412,0.228,242.37,1.8,0,2,0,4,5,2
0.152,0.0,241.38,0.6,0,0,0,12,7,0
1.47,0.074,241.55,6.2,0,0,18,11,11,18
0.322,0.05,242.3,1.4,0,1,0,4,1,1
1.128,0.208,238.53,5.0,0,0,0,4,4,0
0.372,0.0,241.4,1.4,0,0,0,19,2,0
0.24,0.06,240.41,1.0,0,0,1,10,7,1
1.734,0.38,240.65,7.2,0,1,18,27,6,19
0.324,0.108,246.12,1.4,0,0,0,11,3,0
0.422,0.174,240.92,2.0,0,2,0,21,6,2
0.306,0.09,244.55,1.2,0,1,0,27,11,1
2.874,0.088,244.28,11.8,0,0,19,5,12,19
0.922,0.18,242.74,3.8,0,0,0,19,3,0
0.344,0.102,239.04,1.4,0,0,1,8,10,1
1.794,0.094,241.15,7.4,0,0,18,7,7,18
0.796,0.214,241.83,3.6,0,0,10,16,7,10
1.502,0.114,238.58,6.2,0,0,18,3,10,18
0.526,0.206,247.85,2.2,0,2,1,12,12,3
1.428,0.0,247.96,5.6,0,0,20,18,1,20
0.526,0.316,243.32,2.6,0,1,0,31,3,1
0.32,0.102,241.1,1.4,0,1,1,3,9,2
0.252,0.0,242.28,1.2,0,0,1,31,7,1
0.29,0.08,246.35,1.2,0,0,0,22,12,0
1.28,0.0,238.84,5.2,0,0,17,12,9,17
0.45,0.182,249.25,1.8,0,0,0,20,12,0
0.344,0.094,240.94,1.4,0,0,1,12,10,1
0.082,0.0,242.94,0.2,0,0,1,17,8,1
0.334,0.0,241.92,1.4,0,0,0,28,4,0
1.294,0.204,239.22,5.4,0,1,17,15,6,18
1.346,0.0,239.88,5.6,0,0,18,17,11,18
1.034,0.176,240.53,4.4,1,0,0,28,9,1
0.364,0.234,242.75,1.8,0,1,1,6,6,2
0.202,0.074,233.1,1.0,0,0,0,6,8,0
1.398,0.078,243.9,5.6,0,0,0,11,3,0
1.448,0.086,239.61,6.0,0,0,19,5,6,19
0.21,0.082,238.72,0.8,0,0,1,26,6,1
2.054,0.282,239.73,8.6,0,1,1,15,11,2
0.268,0.086,238.87,1.2,0,0,1,10,7,1
0.208,0.106,240.22,1.0,0,1,1,8,9,2
0.082,0.0,241.65,0.2,0,0,1,25,8,1
0.86,0.208,241.63,3.6,0,0,12,3,8,12
1.84,0.086,237.56,8.6,0,0,18,14,5,18
2.782,0.134,245.52,11.2,0,39,0,9,1,39
3.278,0.46,239.4,13.8,0,1,29,19,10,30
0.384,0.246,240.86,1.8,0,1,1,18,6,2
1.37,0.068,239.35,5.6,0,0,18,22,3,18
1.862,0.248,237.05,7.8,0,0,0,13,1,0
1.548,0.278,240.8,6.4,0,0,1,26,9,1
0.412,0.0,238.73,1.8,0,0,0,12,4,0
1.38,0.162,240.43,5.8,0,0,18,1,1,18
0.256,0.128,242.25,1.2,0,0,0,8,6,0
0.23,0.0,245.93,0.8,0,0,1,6,11,1
0.568,0.112,239.8,2.4,0,0,0,7,6,0
1.576,0.34,241.6,6.6,0,1,18,22,1,19
0.246,0.062,246.14,1.0,0,0,0,27,12,0
4.074,0.172,236.94,17.4,0,0,0,2,7,0
0.234,0.124,236.55,1.2,0,0,0,3,8,0
2.506,0.294,238.34,11.0,0,2,1,15,9,3
1.306,0.0,241.04,5.4,0,0,18,22,10,18
0.4,0.1,245.89,1.6,0,0,0,6,2,0
0.234,0.0,241.73,1.0,0,0,0,1,2,0
1.046,0.38,237.33,4.6,0,1,13,13,7,14
0.47,0.238,238.99,2.2,0,0,1,14,7,1
1.508,0.382,239.26,6.4,0,0,18,4,7,18
1.376,0.0,243.36,5.6,0,1,0,24,11,1
1.838,0.06,237.78,7.8,0,0,0,25,1,0
0.166,0.146,243.12,0.8,0,1,0,24,8,1
1.384,0.222,239.25,5.8,0,1,18,28,6,19
0.08,0.0,241.24,0.2,0,0,0,11,8,0
1.436,0.068,237.27,6.0,0,0,17,21,1,17
0.29,0.102,240.07,1.2,0,1,0,12,4,1
0.218,0.058,246.97,0.8,0,0,0,20,1,0
0.414,0.21,244.27,2.0,0,0,1,10,12,1
1.412,0.07,237.58,5.8,0,0,18,17,4,18
2.086,0.106,238.12,8.6,0,0,18,24,2,18
0.238,0.114,241.24,1.0,0,0,1,31,7,1
0.262,0.05,241.26,1.2,0,0,0,18,11,0
0.41,0.122,240.02,1.8,0,2,1,15,4,3
0.416,0.148,241.29,1.8,0,0,1,27,4,1
0.306,0.09,239.5,1.2,0,0,0,7,6,0
0.116,0.0,243.1,0.4,0,0,0,18,6,0
3.192,0.0,239.22,13.4,0,32,0,17,6,32
0.22,0.0,244.34,1.0,0,0,0,20,3,0
4.448,0.0,232.66,19.8,1,0,17,29,12,18
2.034,0.132,241.98,8.4,2,0,18,8,12,20
0.288,0.202,234.87,1.4,0,0,0,7,5,0
0.33,0.114,244.67,1.4,0,0,0,1,2,0
1.522,0.058,238.85,6.4,0,0,17,20,3,17
1.77,0.31,239.1,7.6,0,0,11,4,5,11
1.378,0.056,237.1,5.8,0,0,17,14,11,17
0.348,0.106,244.0,1.6,0,0,0,28,2,0
0.372,0.246,239.6,1.8,0,1,0,15,9,1
0.448,0.0,236.95,1.8,0,0,0,8,5,0
1.416,0.05,247.38,5.6,0,0,19,12,1,19
0.876,0.072,239.77,3.6,0,0,1,30,10,1
0.55,0.292,240.56,2.6,0,1,0,18,2,1
3.36,0.0,237.54,14.4,0,0,18,26,9,18
0.518,0.232,235.4,2.4,0,1,0,8,9,1
0.282,0.118,242.61,1.2,0,0,1,11,9,1
0.222,0.0,245.12,1.0,0,0,0,12,2,0
1.534,0.0,242.45,6.4,0,0,18,26,1,18
0.36,0.0,243.87,1.4,0,0,1,14,4,1
0.322,0.228,240.45,1.6,0,0,0,5,9,0
2.636,0.0,243.1,10.8,0,0,18,1,1,18
0.926,0.294,239.54,4.0,0,0,12,2,8,12
0.586,0.0,240.01,2.4,0,0,1,11,5,1
1.692,0.06,239.07,7.0,0,0,18,7,10,18
1.324,0.0,235.51,5.6,0,0,17,29,1,17
1.626,0.0,247.12,6.6,0,0,1,17,12,1
1.572,0.21,241.38,6.4,1,0,17,1,10,18
0.502,0.098,242.93,2.2,0,0,0,22,2,0
2.55,0.28,239.55,11.2,0,19,0,14,2,19
0.718,0.0,244.29,2.8,0,0,1,29,9,1
0.176,0.144,237.92,0.8,0,0,1,8,8,1
0.31,0.094,244.24,1.2,0,0,0,24,12,0
2.074,0.208,236.16,8.8,0,0,17,29,3,17
0.316,0.208,234.67,1.6,0,0,1,2,8,1
0.35,0.122,236.18,1.6,0,0,0,4,8,0
3.728,0.0,238.6,15.6,0,36,0,7,3,36
3.01,0.118,234.35,12.8,0,38,0,4,5,38
0.314,0.066,244.54,1.2,0,0,1,21,4,1
0.246,0.0,241.02,1.0,0,0,0,30,4,0
1.714,0.0,244.44,7.0,0,0,19,6,1,19
1.37,0.192,240.25,5.6,0,1,19,17,9,20
0.89,0.208,240.12,3.8,0,2,12,21,5,14
0.836,0.09,238.91,3.4,0,0,12,15,5,12
0.204,0.094,235.71,1.0,0,0,0,27,4,0
1.548,0.104,237.58,6.4,0,0,18,25,9,18
0.338,0.052,246.62,1.4,0,0,1,16,2,1
1.51,0.194,238.92,6.2,0,2,18,26,9,20
4.714,0.0,233.23,20.2,1,0,17,12,1,18
0.264,0.0,243.39,1.0,0,0,0,7,4,0
1.344,0.19,237.26,5.6,0,0,18,2,9,18
1.498,0.046,243.94,6.0,0,0,1,21,9,1
2.856,0.144,240.46,11.8,0,36,0,17,6,36
1.282,0.094,238.85,5.4,0,0,18,10,9,18
2.06,0.156,236.95,8.6,0,0,18,17,2,18
1.258,0.054,236.15,5.2,0,0,18,13,4,18
1.88,0.092,238.21,7.8,0,0,18,18,5,18
0.384,0.0,241.57,1.6,0,2,0,8,5,2
1.234,0.278,240.9,5.4,0,2,12,16,7,14
0.316,0.0,235.27,1.4,0,0,0,28,5,0
0.236,0.0,244.93,1.0,0,0,0,4,4,0
0.382,0.36,241.85,2.0,0,1,1,13,7,2
4.608,0.238,237.26,19.8,1,25,17,25,3,43
1.694,0.0,243.85,6.8,0,0,19,13,9,19
0.238,0.076,239.41,1.2,0,1,0,3,7,1
0.304,0.094,242.0,1.2,0,0,0,8,12,0
1.538,0.0,240.84,6.4,1,0,19,20,2,20
1.428,0.078,246.64,5.8,0,0,18,8,12,18
2.692,0.32,239.08,11.2,0,1,18,29,5,19
0.404,0.2,240.43,1.8,0,0,0,6,11,0
0.172,0.0,241.75,0.8,0,0,0,1,6,0
0.402,0.12,244.74,1.6,0,0,0,23,11,0
0.262,0.108,239.64,1.2,0,0,1,1,6,1
2.446,0.24,244.94,10.0,0,0,0,13,1,0
3.334,0.0,234.75,14.2,0,0,16,16,2,16
0.332,0.088,242.21,1.4,0,0,1,24,10,1
1.716,0.262,237.65,7.2,1,0,18,11,10,19
0.248,0.0,246.73,1.0,0,0,0,26,3,0
1.304,0.0,238.83,5.4,0,0,18,10,9,18
0.592,0.172,238.68,2.8,0,0,0,1,11,0
1.306,0.062,239.46,5.4,0,0,18,5,10,18
1.712,0.064,240.88,7.2,0,0,18,2,5,18
3.138,0.0,238.42,13.0,0,0,1,11,10,1
1.246,0.05,238.95,5.2,0,0,18,3,6,18
2.912,0.0,243.03,12.0,0,0,19,18,10,19
0.29,0.066,245.86,1.2,0,0,0,29,11,0
1.174,0.0,238.81,4.8,0,0,17,9,9,17
0.214,0.0,240.58,0.8,0,0,0,25,2,0
1.168,0.292,241.29,5.0,0,2,12,30,9,14
2.054,0.058,238.21,8.6,0,0,18,23,10,18
0.324,0.224,241.47,1.6,0,0,0,4,8,0
1.364,0.13,237.0,5.8,0,1,0,6,1,1
0.386,0.182,243.27,1.8,0,0,1,5,4,1
0.356,0.222,242.44,1.6,0,0,1,16,9,1
3.054,0.354,233.31,13.2,0,37,0,16,5,37
1.294,0.0,241.31,5.2,0,0,18,12,3,18
1.24,0.0,234.62,5.2,0,0,17,1,6,17
0.382,0.214,243.51,1.8,0,0,0,10,3,0
0.426,0.342,242.96,2.2,0,1,1,2,9,2
2.644,0.124,237.26,11.0,1,1,18,11,11,20
2.19,0.096,241.14,9.0,0,0,17,15,1,17
0.354,0.118,240.1,1.4,0,0,1,7,5,1
0.326,0.226,239.46,1.6,0,1,1,13,5,2
1.584,0.148,244.07,6.6,0,2,19,15,1,21
5.834,0.308,235.29,25.0,70,0,17,13,1,87
0.414,0.238,242.67,1.8,0,1,0,26,4,1
0.41,0.2,242.52,1.8,0,2,0,24,2,2
0.236,0.0,242.96,1.0,0,0,0,1,10,0
1.346,0.052,242.48,5.4,0,0,19,19,9,19
1.644,0.34,240.39,7.0,0,0,17,8,9,17
1.784,0.06,240.77,7.4,0,1,19,4,9,20
2.41,0.39,241.89,10.0,0,0,18,30,12,18
0.234,0.114,239.42,1.0,0,0,0,18,6,0
0.206,0.102,240.52,1.0,0,0,1,4,8,1
0.29,0.216,243.51,1.4,0,0,1,23,7,1
1.172,0.228,239.7,5.2,1,1,4,9,5,6
1.156,0.204,241.78,4.8,0,0,12,27,4,12
0.218,0.102,241.37,1.0,0,1,0,9,7,1
2.74,0.428,240.78,12.0,0,0,18,24,2,18
1.036,0.26,242.84,4.4,0,0,0,9,2,0
1.0,0.0,243.41,4.2,0,0,0,23,9,0
0.486,0.228,246.51,2.2,0,0,0,28,11,0
0.566,0.088,242.6,2.6,0,0,1,19,4,1
2.528,0.472,237.39,10.8,0,0,29,23,5,29
6.406,0.0,237.58,26.8,0,74,18,8,4,92
1.462,0.184,237.61,6.2,0,2,18,7,5,20
1.088,0.068,244.22,4.4,0,0,1,29,11,1
1.156,0.122,241.57,4.8,0,0,0,22,12,0
1.392,0.1,239.09,5.8,0,0,19,23,9,19
3.45,0.072,233.72,14.8,0,0,17,4,4,17
0.288,0.154,242.16,1.4,0,2,1,23,6,3
0.148,0.0,242.35,0.6,0,0,1,22,7,1
0.338,0.24,241.92,1.6,0,1,1,5,9,2
0.19,0.07,235.32,0.8,0,1,0,3,5,1
0.31,0.0,241.32,1.4,0,0,0,16,4,0
0.338,0.1,237.73,1.4,0,0,1,29,4,1
1.424,0.0,243.68,5.8,0,1,19,19,5,20
1.178,0.0,237.44,4.8,0,0,18,4,8,18
1.402,0.294,245.19,5.8,2,0,1,14,1,3
0.67,0.152,245.74,2.8,0,0,0,3,12,0
1.618,0.124,237.58,6.8,1,2,17,19,11,20
3.81,0.254,238.05,16.0,0,39,17,4,1,56
0.446,0.222,241.74,2.0,0,2,1,22,4,3
0.29,0.088,245.66,1.2,0,0,0,21,3,0
4.716,0.282,236.4,20.4,0,26,17,22,2,43
1.62,0.06,243.72,6.6,0,0,18,6,2,18
0.242,0.132,243.35,1.2,0,0,0,24,6,0
0.97,0.36,239.9,4.2,0,0,12,31,8,12
3.114,0.118,236.81,13.2,1,0,17,12,1,18
